lag,WTI,XLE,ICLN
-3,-0.001616465759557629,-0.0028052878444445044,-4.055475694189915e-05
-2,-0.006690486096165204,-0.003563685485489868,-0.0006300390755190695
-1,0.0012916676514479102,-0.0003304689966775469,-0.0009835177207518269
0,-0.0024149071373273157,-0.0011575267018703284,-0.0008669047911547318
1,0.004046758863739341,0.0007391495201660186,0.0013117705750908476
2,0.004642731376692604,0.0021287937095554555,0.0005379411986232305
3,-0.00012383987443212617,0.0019066016681984167,-0.0008720751257916073
